collection	source_id	verdict	outcome	issues	corrected_preview
marcus_aurelius_meditations	MED_12_19	sound	sound		
marcus_aurelius_meditations	MED_12_20	sound	sound		
marcus_aurelius_meditations	MED_12_21	sound	sound		
marcus_aurelius_meditations	MED_12_22	sound	sound		
marcus_aurelius_meditations	MED_12_14	sound	sound		
marcus_aurelius_meditations	MED_12_25	sound	sound		
marcus_aurelius_meditations	MED_12_26	sound	sound		
marcus_aurelius_meditations	MED_12_28	sound	sound		
marcus_aurelius_meditations	MED_12_30	sound	sound		
marcus_aurelius_meditations	MED_12_34	sound	sound		
marcus_aurelius_meditations	MED_12_33	sound	sound		
marcus_aurelius_meditations	MED_12_35	sound	sound		
meister_eckhart	ECK_004	sound	sound		
milarepa_songs	MIL_010	sound	sound		
milarepa_songs	MIL_COMFORTS_005	sound	sound		
milarepa_songs	MIL_SATIS_009	sound	sound		
milarepa_songs	MIL_WISDOM_003	sound	sound		
mundaka_upanishad	MU_01_02_12	sound	sound		
mundaka_upanishad	MU_02_01_10	sound	sound		
mundaka_upanishad	MU_02_02_05	sound	sound		
mundaka_upanishad	MU_02_02_09	sound	sound		
mundaka_upanishad	MU_03_01_01	sound	sound		
mundaka_upanishad	MU_03_01_03	sound	sound		
mundaka_upanishad	MU_03_02_03	sound	sound		
mundaka_upanishad	MUK_01_04	sound	sound		
mundaka_upanishad	MUK_02_BIRDS	sound	sound		
mundaka_upanishad	MUK_04_KNOT	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_01_01	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_01_02_06	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_01_12_14	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_02_01	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_02_12_16	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_03_01	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_02_22_25	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_03_07_09	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_04_01_05	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_04_06_09	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_05_01_05	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_06_07_10	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_07_06_10	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_07_11_15	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_07_16_20	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_15_02	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_18_06	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_20_20	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_22_15	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_21_01	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_23_02	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_24_08	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_24_09	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_24_10	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_24_14	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_24_18	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_25_19	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_26_01	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_25_24	sound	sound		
nagarjuna_mulamadhyamakakarika	MMK_27_30	sound	sound		
parmenides_fragments	PARM_01	sound	sound		
parmenides_fragments	PARM_03	sound	sound		
parmenides_fragments	PARM_04	sound	sound		
patañjali_yoga_sūtras	YS_1_01_04	sound	sound		
patañjali_yoga_sūtras	YS_1_12_16	sound	sound		
patañjali_yoga_sūtras	YS_1_23_29	sound	sound		
patañjali_yoga_sūtras	YS_1_30_32	sound	sound		
patañjali_yoga_sūtras	YS_2_01_02	sound	sound		
patañjali_yoga_sūtras	YS_2_03_09	sound	sound		
patañjali_yoga_sūtras	YS_2_10_11	sound	sound		
patañjali_yoga_sūtras	YS_2_12_14	sound	sound		
patañjali_yoga_sūtras	YS_2_15_17	sound	sound		
patañjali_yoga_sūtras	YS_2_28_29	sound	sound		
patañjali_yoga_sūtras	YS_2_46_48	sound	sound		
patañjali_yoga_sūtras	YS_2_49_53	sound	sound		
patañjali_yoga_sūtras	YS_2_54_55	sound	sound		
patañjali_yoga_sūtras	YS_3_01_03	sound	sound		
patañjali_yoga_sūtras	YS_3_07_08	sound	sound		
patañjali_yoga_sūtras	YS_3_04_06	sound	sound		
patañjali_yoga_sūtras	YS_3_23_29	sound	sound		
patañjali_yoga_sūtras	YS_3_38_43	sound	sound		
patañjali_yoga_sūtras	YS_4_18_21	sound	sound		
patañjali_yoga_sūtras	YS_4_27_30	sound	sound		
phaedo_plato	PHAEDO_MD_001	sound	sound		
patañjali_yoga_sūtras	YS_4_31_34	sound	sound		
phaedo_plato	PHAEDO_MD_004	sound	sound		
phaedo_plato	PHAEDO_MD_003	sound	sound		
phaedo_plato	PHAEDO_MD_005	sound	sound		
phaedo_plato	PHAEDO_MD_006	sound	sound		
phaedo_plato	PHAEDO_MD_008	sound	sound		
phaedo_plato	PHAEDO_MD_009	sound	sound		
phaedo_plato	PHAEDO_MD_002	sound	sound		
phaedo_plato	PHAEDO_MD_011	sound	sound		
phaedo_plato	PHAEDO_MD_010	sound	sound		
plotinus_enneads	ENN_001	sound	sound		
phaedo_plato	PHD_001	sound	sound		
plotinus_enneads	ENN_008	sound	sound		
plotinus_enneads	ENN_I_6_01	sound	sound		
plotinus_enneads	ENN_I_6_07	sound	sound		
plotinus_enneads	ENN_I_6_08	sound	sound		
plotinus_enneads	ENN_I_6_09	sound	sound		
plotinus_enneads	ENN_V_1_04	sound	sound		
plotinus_enneads	ENN_V_1_11	sound	sound		
plotinus_enneads	ENN_VI_9_06	sound	sound		
plotinus_enneads	ENN_VI_9_09	sound	sound		
pratyabhijnahrdayam	PHR_002	sound	sound		
pratyabhijnahrdayam	PHR_004	sound	sound		
pratyabhijnahrdayam	PHR_003	sound	sound		
plotinus_enneads	ENN_V_1_10	sound	sound		
pratyabhijnahrdayam	PHR_007	sound	sound		
pratyabhijnahrdayam	PHR_009	sound	sound		
pratyabhijnahrdayam	PHR_014	sound	sound		
pratyabhijnahrdayam	PHR_015	sound	sound		
pratyabhijnahrdayam	PHR_017	sound	sound		
pseudo_dionysius	PD_DN_03	sound	sound		
pseudo_dionysius	PD_DN_05	sound	sound		
pseudo_dionysius	PD_DN_06	sound	sound		
pseudo_dionysius	PD_DN_12	sound	sound		
pseudo_dionysius	PD_MT_02	sound	sound		
rumi_mathnawi	MTH_011	sound	sound		
rūmī_mathnawī_yi_maʿnawī	RUM_001	sound	sound		
rūmī_mathnawī_yi_maʿnawī	RUM_003	sound	sound		
rūmī_mathnawī_yi_maʿnawī	RUM_002	sound	sound		
rūmī_mathnawī_yi_maʿnawī	RUM_004	sound	sound		
rūmī_mathnawī_yi_maʿnawī	RUM_005	sound	sound		
rūmī_mathnawī_yi_maʿnawī	RUM_006	sound	sound		
rūmī_mathnawī_yi_maʿnawī	RUM_008	sound	sound		
rūmī_mathnawī_yi_maʿnawī	RUM_009	sound	sound		
rūmī_mathnawī_yi_maʿnawī	RUM_010	sound	sound		
rūmī_mathnawī_yi_maʿnawī	RUM_013	sound	sound		
rūmī_mathnawī_yi_maʿnawī	RUM_014	sound	sound		
rūmī_mathnawī_yi_maʿnawī	RUM_020	sound	sound		
shantideva_bodhicaryavatara	BCA_01_01	sound	sound		
shantideva_bodhicaryavatara	BCA_01_15	sound	sound		
shantideva_bodhicaryavatara	BCA_02_01	sound	sound		
shantideva_bodhicaryavatara	BCA_02_22	sound	sound		
shantideva_bodhicaryavatara	BCA_03_06	sound	sound		
shantideva_bodhicaryavatara	BCA_04_01	sound	sound		
shantideva_bodhicaryavatara	BCA_05_01	sound	sound		
shantideva_bodhicaryavatara	BCA_05_101	sound	sound		
shantideva_bodhicaryavatara	BCA_06_01	sound	sound		
shantideva_bodhicaryavatara	BCA_06_23	sound	sound		
shantideva_bodhicaryavatara	BCA_08_01	sound	sound		
shantideva_bodhicaryavatara	BCA_07_01	sound	sound		
shantideva_bodhicaryavatara	BCA_08_120	sound	sound		
shantideva_bodhicaryavatara	BCA_08_BODY	sound	sound		
shantideva_bodhicaryavatara	BCA_08_EQUAL	sound	sound		
shantideva_bodhicaryavatara	BCA_09_01	sound	sound		
shantideva_bodhicaryavatara	BCA_09_140	sound	sound		
shantideva_bodhicaryavatara	BCA_10_55	sound	sound		
shantideva_bodhicaryavatara	BCA_10_01	sound	sound		
siva_sutra	SS_I.1	sound	sound		
siva_sutra	SS_I.10	sound	sound		
rūmī_mathnawī_yi_maʿnawī	RUM_022	sound	sound		
siva_sutra	SS_I.12	sound	sound		
siva_sutra	SS_I.13	sound	sound		
siva_sutra	SS_I.14	sound	sound		
siva_sutra	SS_I.19	sound	sound		
siva_sutra	SS_I.2	sound	sound		
siva_sutra	SS_I.21	sound	sound		
siva_sutra	SS_I.22	sound	sound		
siva_sutra	SS_I.4	sound	sound		
siva_sutra	SS_I.5	sound	sound		
siva_sutra	SS_I.6	sound	sound		
siva_sutra	SS_I.7	sound	sound		
siva_sutra	SS_I.9	sound	sound		
siva_sutra	SS_II.10	sound	sound		
siva_sutra	SS_II.12	sound	sound		
siva_sutra	SS_II.3	sound	sound		
siva_sutra	SS_II.6	sound	sound		
siva_sutra	SS_II.8	sound	sound		
siva_sutra	SS_II.7	sound	sound		
siva_sutra	SS_II.9	sound	sound		
siva_sutra	SS_III.12	sound	sound		
siva_sutra	SS_III.2	sound	sound		
siva_sutra	SS_III.3	sound	sound		
siva_sutra	SS_III.4	sound	sound		
siva_sutra	SS_III.6	sound	sound		
siva_sutra	SS_III.9	sound	sound		
siva_sutra	SS_III.8	sound	sound		
svetasvatara_upanishad	SU_03_08	sound	sound		
svetasvatara_upanishad	SU_03_19	sound	sound		
svetasvatara_upanishad	SU_04_03	sound	sound		
svetasvatara_upanishad	SU_04_10	sound	sound		
svetasvatara_upanishad	SU_06_11	sound	sound		
svetasvatara_upanishad	SU_06_23	sound	sound		
svetasvatara_upanishad	SVE_02_15_17	sound	sound		
svetasvatara_upanishad	SVE_03_03_07	sound	sound		
svetasvatara_upanishad	SVE_04_04_05	sound	sound		
svetasvatara_upanishad	SVE_04_08	sound	sound		
svetasvatara_upanishad	SVE_04_20_22	sound	sound		
svetasvatara_upanishad	SVE_05_12_14	sound	sound		
svetasvatara_upanishad	SVE_06_05_07	sound	sound		
svetasvatara_upanishad	SVE_06_20_22	sound	sound		
svetasvatara_upanishad	SVU_004	sound	sound		
svetasvatara_upanishad	SVU_006	sound	sound		
svetasvatara_upanishad	SVU_011	sound	sound		
svetasvatara_upanishad	SVU_013	sound	sound		
svetasvatara_upanishad	SVU_014	sound	sound		
svetasvatara_upanishad	SVU_015	sound	sound		
svetasvatara_upanishad	SVU_021	sound	sound		
svetasvatara_upanishad	SVU_022	sound	sound		
tantrasara	ts_001	sound	sound		
tantrasara	ts_002	sound	sound		
tantrasara	ts_003	sound	sound		
tantrasara	ts_010	sound	sound		
tantrasara	ts_012	sound	sound		
tantrasara	ts_014	sound	sound		
tantrasara	ts_016	sound	sound		
tantrasara	ts_018	sound	sound		
tantrasara	TS_AH_07_02	sound	sound		
tantrasara	TS_AH_09_01	sound	sound		
tantrasara	TS_AH_08_01	sound	sound		
tantrasara	TS_AH_10_01	sound	sound		
tantrasara	TS_AH_11_01	sound	sound		
tantrasara	TS_AH_12_01	sound	sound		
tantrasara	TS_AH_13_01	sound	sound		
tantrasara	TS_AH_16_01	sound	sound		
tao_te_ching	TTC_MD_001	sound	sound		
tao_te_ching	TTC_MD_003	sound	sound		
tao_te_ching	TTC_MD_002	sound	sound		
tao_te_ching	TTC_MD_004	sound	sound		
tao_te_ching	TTC_MD_005	sound	sound		
tao_te_ching	TTC_MD_008	sound	sound		
tao_te_ching	TTC_MD_009	sound	sound		
tao_te_ching	TTC_MD_011	sound	sound		
tao_te_ching	TTC_MD_014	sound	sound		
tao_te_ching	TTC_MD_015	sound	sound		
tao_te_ching	TTC_MD_016	sound	sound		
tao_te_ching	TTC_MD_019	sound	sound		
tao_te_ching	TTC_MD_028	sound	sound		
tao_te_ching	TTC_MD_034	sound	sound		
tao_te_ching	TTC_MD_040	sound	sound		
tao_te_ching	TTC_MD_042	sound	sound		
tao_te_ching	TTC_MD_050	sound	sound		
tao_te_ching	TTC_MD_051	sound	sound		
tao_te_ching	TTC_MD_062	sound	sound		
tao_te_ching	TTC_MD_069	sound	sound		
tao_te_ching	TTC_MD_072	sound	sound		
tao_te_ching	TTC_MD_078	sound	sound		
tao_te_ching	TTC_MD_079	sound	sound		
the_book_of_chuang_tzu	ctz_001	sound	sound		
the_book_of_chuang_tzu	ctz_002	sound	sound		
the_book_of_chuang_tzu	ctz_003	sound	sound		
the_book_of_chuang_tzu	ctz_004	sound	sound		
the_book_of_chuang_tzu	ctz_005	sound	sound		
the_book_of_chuang_tzu	ctz_007	sound	sound		
the_book_of_chuang_tzu	ctz_008	sound	sound		
the_book_of_chuang_tzu	ctz_009	sound	sound		
the_book_of_chuang_tzu	ctz_010	sound	sound		
the_book_of_chuang_tzu	ctz_013	sound	sound		
the_book_of_chuang_tzu	ctz_015	sound	sound		
the_book_of_chuang_tzu	ctz_025	sound	sound		
the_book_of_chuang_tzu	ZHUANGZI_MD_001	sound	sound		
the_book_of_chuang_tzu	ZHUANGZI_MD_002	sound	sound		
the_book_of_chuang_tzu	ZHUANGZI_MD_003	sound	sound		
the_book_of_chuang_tzu	ZHUANGZI_MD_005	sound	sound		
the_book_of_chuang_tzu	ZHUANGZI_MD_006	sound	sound		
the_book_of_chuang_tzu	ZHUANGZI_MD_007	sound	sound		
the_book_of_chuang_tzu	ZHUANGZI_MD_008	sound	sound		
the_book_of_chuang_tzu	ZHUANGZI_MD_009	sound	sound		
the_book_of_chuang_tzu	ZHUANGZI_MD_010	sound	sound		
the_book_of_chuang_tzu	ZHUANGZI_MD_013	sound	sound		
the_book_of_chuang_tzu	ZHUANGZI_MD_015	sound	sound		
the_book_of_chuang_tzu	ctz_030	sound	sound		
the_book_of_chuang_tzu	ZHUANGZI_MD_028	sound	sound		
the_book_of_chuang_tzu	ZHUANGZI_MD_016	sound	sound		
the_book_of_chuang_tzu	ZZ_001	sound	sound		
the_book_of_chuang_tzu	ZZ_003	sound	sound		
the_book_of_chuang_tzu	ZZ_009	sound	sound		
the_cloud_of_unknowing	CLOUD_01	sound	sound		
the_cloud_of_unknowing	CLOUD_02	sound	sound		
the_cloud_of_unknowing	CLOUD_04	sound	sound		
the_cloud_of_unknowing	CLOUD_05	sound	sound		
tilopa_mahamudra	TIL_001	sound	sound		
tilopa_mahamudra	TIL_002	sound	sound		
tilopa_mahamudra	TIL_003	sound	sound		
vajracchedika_diamond_sutra	VAJ_001	sound	sound		
vajracchedika_diamond_sutra	VAJ_003	sound	sound		
vajracchedika_diamond_sutra	VAJ_004	sound	sound		
vajracchedika_diamond_sutra	VAJ_002	sound	sound		
vajracchedika_diamond_sutra	VAJ_006	sound	sound		
vajracchedika_diamond_sutra	VAJ_011	sound	sound		
vajracchedika_diamond_sutra	VAJ_010	sound	sound		
vajracchedika_diamond_sutra	VAJ_012	sound	sound		
vajracchedika_diamond_sutra	VAJ_007	sound	sound		
vajracchedika_diamond_sutra	VAJ_018	sound	sound		
vajracchedika_diamond_sutra	VAJ_019	sound	sound		
vajracchedika_diamond_sutra	VAJ_021	sound	sound		
vajracchedika_diamond_sutra	VAJ_022	sound	sound		
vajracchedika_diamond_sutra	VAJ_023	sound	sound		
vajracchedika_diamond_sutra	VAJ_024	sound	sound		
vajracchedika_diamond_sutra	VAJ_025	sound	sound		
vajracchedika_diamond_sutra	VAJ_027	sound	sound		
vajracchedika_diamond_sutra	VAJ_029	sound	sound		
vajracchedika_diamond_sutra	VAJ_031	sound	sound		
vajracchedika_diamond_sutra	VAJ_032	sound	sound		
vijnana_bhairava	yukti_002	sound	sound		
vijnana_bhairava	yukti_003	sound	sound		
vijnana_bhairava	yukti_004	sound	sound		
vijnana_bhairava	yukti_007	sound	sound		
vijnana_bhairava	yukti_008	sound	sound		
vijnana_bhairava	yukti_009	sound	sound		
vijnana_bhairava	yukti_010	sound	sound		
vijnana_bhairava	yukti_013	sound	sound		
vijnana_bhairava	yukti_014	sound	sound		
vijnana_bhairava	yukti_015	sound	sound		
vijnana_bhairava	yukti_018	sound	sound		
vijnana_bhairava	yukti_017	sound	sound		
vijnana_bhairava	yukti_019	sound	sound		
vijnana_bhairava	yukti_021	sound	sound		
vijnana_bhairava	yukti_022	sound	sound		
vijnana_bhairava	yukti_023	sound	sound		
vijnana_bhairava	yukti_025	sound	sound		
vijnana_bhairava	yukti_027	sound	sound		
vijnana_bhairava	yukti_026	sound	sound		
vijnana_bhairava	yukti_029	sound	sound		
vijnana_bhairava	yukti_030	sound	sound		
vijnana_bhairava	yukti_031	sound	sound		
vijnana_bhairava	yukti_033	sound	sound		
vijnana_bhairava	yukti_034	sound	sound		
vijnana_bhairava	yukti_035	sound	sound		
vijnana_bhairava	yukti_037	sound	sound		
vijnana_bhairava	yukti_038	sound	sound		
vijnana_bhairava	yukti_036	sound	sound		
vijnana_bhairava	yukti_040	sound	sound		
vijnana_bhairava	yukti_043	sound	sound		
vijnana_bhairava	yukti_041	sound	sound		
vijnana_bhairava	yukti_044	sound	sound		
vijnana_bhairava	yukti_046	sound	sound		
vijnana_bhairava	yukti_047	sound	sound		
vijnana_bhairava	yukti_048	sound	sound		
vijnana_bhairava	yukti_050	sound	sound		
vijnana_bhairava	yukti_053	sound	sound		
vijnana_bhairava	yukti_054	sound	sound		
vijnana_bhairava	yukti_055	sound	sound		
vijnana_bhairava	yukti_056	sound	sound		
vijnana_bhairava	yukti_051	sound	sound		
vijnana_bhairava	yukti_061	sound	sound		
vijnana_bhairava	yukti_063	sound	sound		
vijnana_bhairava	yukti_064	sound	sound		
vijnana_bhairava	yukti_065	sound	sound		
vijnana_bhairava	yukti_068	sound	sound		
vijnana_bhairava	yukti_069	sound	sound		
vijnana_bhairava	yukti_070	sound	sound		
vijnana_bhairava	yukti_072	sound	sound		
vijnana_bhairava	yukti_073	sound	sound		
vijnana_bhairava	yukti_074	sound	sound		
vijnana_bhairava	yukti_075	sound	sound		
vijnana_bhairava	yukti_076	sound	sound		
vijnana_bhairava	yukti_078	sound	sound		
vijnana_bhairava	yukti_079	sound	sound		
vijnana_bhairava	yukti_080	sound	sound		
vijnana_bhairava	yukti_081	sound	sound		
vijnana_bhairava	yukti_083	sound	sound		
vijnana_bhairava	yukti_082	sound	sound		
vijnana_bhairava	yukti_085	sound	sound		
vijnana_bhairava	yukti_086	sound	sound		
vijnana_bhairava	yukti_088	sound	sound		
vijnana_bhairava	yukti_092	sound	sound		
vijnana_bhairava	yukti_095	sound	sound		
vijnana_bhairava	yukti_097	sound	sound		
vijnana_bhairava	yukti_096	sound	sound		
vijnana_bhairava	yukti_098	sound	sound		
vijnana_bhairava	yukti_099	sound	sound		
vijnana_bhairava	yukti_100	sound	sound		
vijnana_bhairava	yukti_101	sound	sound		
vijnana_bhairava	yukti_104	sound	sound		
vijnana_bhairava	yukti_107	sound	sound		
vijnana_bhairava	yukti_106	sound	sound		
vijnana_bhairava	yukti_105	sound	sound		
vijnana_bhairava	yukti_108	sound	sound		
vijnana_bhairava	yukti_110	sound	sound		
vijnana_bhairava	yukti_112	sound	sound		
yoga_spandakarika	SP_01	sound	sound		
yoga_spandakarika	SP_02	sound	sound		
yoga_spandakarika	SP_05	sound	sound		
yoga_spandakarika	SP_04	sound	sound		
yoga_spandakarika	SP_09	sound	sound		
yoga_spandakarika	SP_11	sound	sound		
yoga_spandakarika	SP_15	sound	sound		
yoga_spandakarika	SP_16	sound	sound		
yoga_spandakarika	SP_18	sound	sound		
yoga_spandakarika	SP_21	sound	sound		
yoga_spandakarika	SP_22	sound	sound		
yoga_spandakarika	SP_30	sound	sound		
yoga_spandakarika	SP_31	sound	sound		
yoga_spandakarika	SP_32	sound	sound		
yoga_spandakarika	SP_36	sound	sound		
yoga_spandakarika	SP_37	sound	sound		
yoga_spandakarika	SP_41	sound	sound		
yoga_spandakarika	SP_43	sound	sound		
yoga_spandakarika	SP_44	sound	sound		
yoga_spandakarika	SP_45	sound	sound		
yoga_spandakarika	SP_47	sound	sound		
yoga_spandakarika	SP_48	sound	sound		
yoga_spandakarika	SP_52	sound	sound		
yoginihrdaya	YH_001	sound	sound		
yoginihrdaya	YH_004	sound	sound		
yoginihrdaya	YH_006	sound	sound		
yoginihrdaya	YH_003	sound	sound		
zhongyong	ZY_002	sound	sound		
zhongyong	ZY_004	sound	sound		
zhongyong	ZY_005	sound	sound		
zhongyong	ZY_006	sound	sound		
zhongyong	ZY_009	sound	sound		
zhongyong	ZY_02	sound	sound		
zhongyong	ZY_01	sound	sound		
zhongyong	ZY_03	sound	sound		
zhongyong	ZY_08	sound	sound		
zhongyong	ZY_11	sound	sound		
zhongyong	ZY_12	sound	sound		
astavakra_gita	ASG_15_11	minor	minor	The phrase 'na te vṛddhi na vā kṣatiḥ' (there is no increase or decrease for you) is omitted from the translation, which is a significant part of the verse's meaning	In you, the infinite great ocean, the wave of the universe arises and subsides by its own nature. There is neither increase nor decrease for you.
astavakra_gita	ASG_1_11	minor	minor	Omits the crucial final clause 'yā matiḥ sā gatir bhavet' which states the principle that one's mental conviction determines one's actual state - this is the philosophical punchline that validates the paradox	One who considers oneself liberated is indeed liberated; one who considers oneself bound is indeed bound. This popular saying is true here: as one's conviction,
bhagavad_gita	BG_01_05_07	sound	sound	The new translation incorrectly translates 'saṃjñārthaṃ tānbravīmi te' as 'I name the leaders of my army so you may recognize them.' The original Sanskrit means 'I tell them to you for the purpose of information/knowledge' or 'I tell them to you by name/for your information,' referring to the list of distinguished warriors, not the act of naming itself as the purpose.; The new translation omits th	Dhṛṣṭaketu, Cekitāna, and the mighty king of Kāśi; Purujit, Kuntibhoja, and Śaibya, the best of men; Yudhāmanyu the valiant and Uttamaujas the powerful; the son
bhagavad_gita	BG_01_17_19	sound	sound	The new translation incorrectly attributes the blowing of conches to 'the sons of Draupadī on every side' and 'the mighty-armed son of Subhadrā' as the sole subjects, whereas the original Sanskrit clearly indicates that all the previously listed warriors (Kāśya, Śikhaṇḍī, Dhṛṣṭadyumna, Virāṭa, Sātyaki, Drupada, Draupadeyāḥ, and Saubhadra) blew their conches separately. The new translation's phrasi	Kāśya, the great archer, and Śikhaṇḍī, the great chariot-warrior; Dhṛṣṭadyumna, Virāṭa, and the unconquered Sātyaki; Drupada, and all the sons of Draupadī, O lo
bhagavad_gita	BG_01_26_28	sound	sound	The new translation omits a significant portion of Arjuna's speech, specifically the beginning of his lament.	There Pārtha saw standing fathers, then grandfathers, teachers, maternal uncles, brothers, sons, grandsons, and companions; fathers-in-law and dear friends as w
bhagavad_gita	BG_02_34_36	sound	sound	"The phrase ""you will come to lightness"" is an incorrect rendering of ""yāsyasi lāghavam"". 'Lāghavam' here means 'lightness' in the sense of 'insignificance' or 'disregard', not a physical state.; The phrase ""unsayable words"" for ""avācyavādāṃśca bahūn"" is too literal and misses the nuance. 'Avācya' means 'unfit to be spoken' or 'reproachful', implying abusive or derogatory words, not merely words th"	And beings will speak of your everlasting dishonor; for one who is esteemed, dishonor is worse than death. The great chariot-warriors will think you retreated f
bhagavad_gita	BG_02_17_19	sound	sound	The translation of 'nityasyoktāḥ śarīriṇaḥ' as 'of the eternal embodied one' is incorrect. 'Śarīriṇaḥ' is genitive plural, referring to the embodied souls, not a single embodied one. The phrase means 'of the eternal embodied (souls)'.; The phrase 'anāśino'prameyasya' is incorrectly placed and attributed. It modifies 'śarīriṇaḥ' (the embodied souls), not 'dehā' (bodies). It should be 'of the indest	Know that to be indestructible by which all this is pervaded. No one is able to bring about the destruction of this imperishable. These bodies are said to have 
bhagavad_gita	BG_02_14_15	sound	sound	The phrase 'Contacts of measure — sense and object' is an interpretive addition and not a direct translation of 'mātrāsparśāstu'. 'Mātrāsparśāḥ' refers to the contacts of the senses with their objects, but 'of measure' is not explicitly present in the Sanskrit.; The translation 'give cold and heat, pleasure and pain' for 'śītoṣṇasukhaduḥkhadāḥ' is acceptable, but 'dāḥ' more literally means 'givers	O son of Kunti, the contacts of the senses with their objects are producers of cold and heat, pleasure and pain. They come and go, they are impermanent; therefo
bhagavad_gita	BG_02_40_42	sound	sound	The new translation misinterprets 'vedavādaratāḥ' as 'devoted to Veda-debate'. The term 'vedavāda' refers to the literalistic or ritualistic interpretations of the Vedas, and 'ratāḥ' means 'delighting in' or 'attached to'. It's not about 'debate' but about adherence to a particular, limited understanding of the Vedas.; The new translation renders 'nānyadastīti vādinaḥ' as 'claiming nothing else ex	Here there is no loss of effort begun, nor is there any adverse consequence. Even a little of this dharma delivers one from great fear. The intellect characteri
bhagavad_gita	BG_02_51_53	sound	sound	The translation of 'śrutivipratipannā' as 'torn by conflicting revelations' is inaccurate. It refers to an understanding that is bewildered or confused by various Vedic statements, not necessarily conflicting revelations.; The phrase 'samādhāvacalā buddhiḥ' is translated as 'unshaken in samādhi', which is a plausible interpretation, but 'samādhau acalā buddhiḥ' more literally means 'intellect unmo	For the wise, indeed, yoked to understanding, having abandoned the fruit born of action, freed from the bondage of birth, they go to the untainted state. When y
bhagavad_gita	BG_02_46	sound	sound	The new translation inverts the meaning of the analogy. The original states that the utility of the Vedas for a knowing Brahmin is *as limited as* the utility of a small well when there is a flood everywhere, implying that the Vedas are superseded by direct knowledge, not that they are as useful as a reservoir in a flood.	As much utility as a well has when water is flooded everywhere, so much utility do all the Vedas have for a Brahmin who truly knows.
bhagavad_gita	BG_02_49	sound	sound	The phrase 'make themselves causes of fruit' is an inaccurate rendering of 'phalahetavaḥ'. The original means 'those whose motive is the fruit' or 'those who are motivated by results'.	Action is indeed far inferior to the yoga of understanding, Dhanañjaya. Seek refuge in understanding; pitiable are those whose motive is the fruit of their acti
bhagavad_gita	BG_02_70	sound	sound	The translation misinterprets the subject of 'being filled from every side' and 'standing in unmoved firmness'. These phrases refer to the ocean, not the waters entering it.; The phrase 'being filled from every side' is an inaccurate rendering of 'āpūryamāṇam' which means 'being filled' or 'being replenished', implying a continuous process, not necessarily 'from every side'.; The phrase 'standing 	Just as waters enter the ocean, which is ever being filled yet remains unmoving in its foundation, so too the person into whom all desires enter attains peace, 
bhagavad_gita	BG_03_26	sound	sound	The new translation misinterprets 'joṣayet sarvakarmāṇi' as 'delighting them in all actions'. The verb 'joṣayet' here means 'should encourage' or 'should cause to perform', referring to the wise person encouraging the ignorant to perform their duties, not delighting the ignorant in their actions.; The phrase 'samācaran' is translated as 'should perform them', which is grammatically ambiguous in En	One who is wise and integrated should not create a division of understanding among the ignorant who are attached to action. Rather, performing all actions onese
bhagavad_gita	BG_05_18	sound	sound	The term 'śvapāke' is translated as 'dog-cooker', which is an incorrect interpretation. 'Śvapāka' refers to an outcaste, specifically one who eats dog meat, often translated as 'outcaste' or 'chandala'.	The wise see with an equal eye a brahmin endowed with learning and humility, a cow, an elephant, a dog, and an outcaste.
bhagavad_gita	BG_09_26	minor	minor	'striving self' (prayatātmanaḥ) should be 'pure-hearted/pure-minded one' - refers to the devotee's inner purity, not striving effort	Whoever offers Me with devotion a leaf, a flower, a fruit, or water, that devotional offering I accept from the pure-hearted one.
